,id,Sentence,Aspect Term,Polarity,Category
1134,2791,"Most everything is fine with this machine: speed, capacity, build.",capacity,positive,Laptop
5626,3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Pelligrino,positive,Restaurant
3199,878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,positive,Restaurant
4817,1457,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",primi,positive,Restaurant
3438,3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral,Restaurant
2155,697,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive,Laptop
1830,2477,"I love the feel of the key board, as well as the trackpad.",key board,positive,Laptop
1053,109,Then it ceased charging at all.,charging,negative,Laptop
2460,282,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,table,neutral,Restaurant
22,337,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",multi-touch gestures,positive,Laptop
2066,2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,negative,Laptop
1653,2236,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,positive,Laptop
4066,1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,Restaurant
4366,337,The worst excuse for Japanese food I've ever encountered.,Japanese food,negative,Restaurant
2743,323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,positive,Restaurant
4575,1845,"However, service was as plain as sesame crusted Salmon I had.",sesame crusted Salmon,neutral,Restaurant
4912,621,The entertainment was great they have shows that go on through out the dinner.,shows,positive,Restaurant
2468,3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,positive,Restaurant
2325,2140,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,positive,Laptop
460,1617,The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos,positive,Laptop
1067,2157,This computer is exceptionally thin for it's screen size and processing power.,screen size,positive,Laptop
87,2271,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,positive,Laptop
1430,3065,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,positive,Laptop
4672,3516,The prices are about $9 for an entree for dinner and even less for lunch.,dinner,neutral,Restaurant
282,936,"  It is easy to use, fast and has great graphics for the money.",use,positive,Laptop
2483,2960,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,positive,Restaurant
462,1476,"The image is great, and the soud is excelent.",soud,positive,Laptop
212,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative,Laptop
2588,1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive,Restaurant
3604,3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,Restaurant
3995,1822,All of the pizzas are terrific and the price is even better!,price,positive,Restaurant
2907,2128,Highly recommend this as great value for excellent sushi and service.,value,positive,Restaurant
2581,1198,The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive,Restaurant
1368,2452,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive,Laptop
234,1357,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative,Laptop
3996,2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative,Restaurant
597,2710,Came fully loaded - good.,loaded,positive,Laptop
5338,1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,positive,Restaurant
2250,1600,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,negative,Laptop
4909,2648,The food is tasty and portion sizes are appropriate.,portion sizes,positive,Restaurant
2283,112,The screen gets smeary and dusty very quickly and it's very noticeable.,screen,negative,Laptop
662,1364,Product support very poor as each phone call costs me long distan,Product support,negative,Laptop
6005,3463,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",atmosphere,neutral,Restaurant
2285,1101,Strengths:Well-shaped Weaknesses:A bad videocard!,shaped,positive,Laptop
3431,1750,Located at the end of a magnificent block.,Located,positive,Restaurant
5701,1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,positive,Restaurant
4355,715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,negative,Restaurant
3752,2622,"Great food, great prices, great service.",food,positive,Restaurant
5518,3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches,negative,Restaurant
3468,610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive,Restaurant
3608,3489,"As much as I like the food there, I can't bring myself to go back.",food,positive,Restaurant
2990,554,The people that work there are always so friendly you forget you are in New York sometimes.,people,positive,Restaurant
5377,2156,The bagels are also reasonably priced for NYC.,priced,positive,Restaurant
779,1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,STORAGE LIFE,conflict,Laptop
2544,2059,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,positive,Restaurant
4838,3707,Best Pastrami I ever had and great portion without being ridiculous.,portion,positive,Restaurant
4520,3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",sake,positive,Restaurant
4424,2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery,positive,Restaurant
4359,3437,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,positive,Restaurant
4971,1894,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,positive,Restaurant
